user_id,meeting_response_id,issue,priority,resolves_flag,recognize_performance_flag,teacher_support_flag,leader_support_flag,advance_equality_flag,others_flag
53,3,Southern his physical head.,True,False,False,True,False,False,False
64,87,Amount enjoy relate light Democrat.,False,False,True,True,True,True,False
62,78,Physical few itself figure role.,True,True,True,True,False,True,False
100,193,Protect well suddenly budget begin.,True,False,False,True,False,False,False
83,24,Speak number rest find.,True,True,False,True,True,True,False
26,190,Various same sea like after off us.,True,True,True,False,True,False,True
37,6,Offer threat college.,False,True,True,False,True,True,True
48,208,Leave reduce also hold leave wide.,False,True,False,False,False,True,False
71,45,Meet pretty model few member join mother stage.,True,False,False,True,False,True,True
99,10,Tonight citizen decision as reach animal.,True,True,True,True,True,True,False
93,77,Actually everybody list to grow.,True,False,True,False,True,False,True
71,68,Space actually until.,True,False,False,False,False,True,True
84,84,Claim seek seek town vote whom citizen.,True,True,True,False,False,True,False
39,26,Happen direction establish director realize image.,False,True,False,True,False,True,False
55,175,Again teach success item machine indicate of.,True,True,False,True,True,True,False
65,103,Four glass hot against less.,True,True,True,True,True,False,False
28,48,Discussion individual along require couple.,False,False,True,True,False,True,False
65,45,Water break along campaign report.,False,True,False,False,True,False,False
57,140,Election process process set couple check none.,False,False,True,True,False,False,True
24,45,Age ever Mrs forward.,False,False,True,True,False,False,False
8,97,Pick social somebody indeed by feel move.,True,False,False,True,False,False,False
20,214,Deep today want situation.,False,False,False,False,False,False,False
28,76,Play actually arrive.,True,True,False,True,True,True,True
67,51,Blue cause human lay adult.,False,True,False,False,True,False,False
88,68,Whatever story almost research receive gas detail.,True,False,False,False,False,True,False
13,106,Capital join threat young deal service.,False,True,True,True,True,True,True
51,93,Hope some exist production.,False,True,False,False,False,True,True
67,36,Age whole spend career.,False,True,True,False,False,True,True
83,131,Anything glass information information buy activity.,True,True,True,False,False,False,False
25,189,Training human so trouble.,False,False,False,True,True,False,True
69,78,Raise buy medical thus herself use.,False,True,False,True,False,True,True
84,134,Require many meeting.,False,True,False,True,False,True,True
25,121,Wait five food form marriage development size least.,False,False,True,True,False,True,True
25,174,Surface it either base financial reach likely.,True,True,True,True,False,True,False
18,85,Civil ahead wait collection customer structure would.,True,True,False,True,True,True,True
28,50,Statement those allow wait.,False,True,True,True,False,True,True
42,66,Less wait window around weight car officer.,False,True,True,False,False,True,True
52,60,Magazine sure later quite.,True,False,False,False,True,True,True
92,131,Produce admit organization.,False,False,False,False,False,False,False
91,145,Perform win meet event Mr trial.,False,False,False,True,True,True,True
59,189,Direction about early improve soldier ever face choose.,False,False,False,True,False,True,False
13,25,Address source together heart scene.,False,True,True,True,False,False,False
45,169,Job notice when.,False,False,True,False,True,True,True
97,28,Member dinner resource behavior lay.,True,True,False,True,False,False,True
29,17,Ready cause mission order fund generation customer.,True,False,False,True,False,False,False
19,192,Agency matter best material ever military per.,True,False,True,False,True,True,True
78,53,His Congress five worker system decide.,True,True,True,True,False,True,False
27,162,Soon opportunity owner professional.,False,False,False,False,False,True,True
31,162,Cost how glass break again upon.,False,True,False,False,True,False,False
17,103,We reveal always else anything.,True,True,True,True,False,False,True
100,161,Chair hospital yet rule research work speak.,True,True,True,False,True,True,True
44,10,Red program almost black teach.,True,True,True,True,True,True,False
70,90,True more yeah drug sing face final.,True,False,True,False,True,False,True
23,166,Will if increase so against oil letter.,True,False,True,False,False,True,True
25,75,Sense accept arm first.,True,False,False,True,True,True,False
45,172,Pattern out sea suggest may.,False,True,False,False,True,True,False
77,173,Back medical join itself.,True,True,False,False,True,True,False
53,127,Wish list think many which Republican ground.,True,False,False,True,False,False,True
16,138,Keep who different method fill number throw.,False,True,True,False,False,True,False
6,194,Especially establish real.,False,True,True,True,False,False,False
71,93,Address focus audience heavy simply yard international.,False,True,True,False,True,False,False
52,79,Language create also recently ask instead central.,False,True,False,False,False,True,False
20,12,Itself physical investment would mention financial.,True,True,False,True,True,False,True
60,131,Article avoid policy.,True,False,False,True,True,False,True
64,204,Tax election here performance get.,False,True,True,True,True,False,True
67,86,Recently tell size visit yet.,False,False,False,False,False,False,True
36,54,Center look government new age.,False,False,False,True,False,True,True
9,207,Security attorney term money.,False,False,False,False,True,True,False
91,25,Loss reality put production.,True,False,True,False,True,True,True
89,189,Main seat car group develop third.,True,False,False,True,False,False,False
48,149,Range these property government.,True,False,False,False,True,False,True
22,141,Western then away reason number.,False,False,True,False,True,True,True
66,111,Control whose reflect hour huge set prevent some.,True,False,True,False,True,True,False
78,54,Manager man catch education data individual car.,False,False,False,True,True,True,True
9,149,Store current door keep assume tax quality.,False,False,False,False,False,False,True
17,197,Provide than college especially pressure poor score.,False,False,False,False,False,False,False
66,22,Experience represent state grow than hundred someone.,True,False,True,True,False,False,True
15,84,Book imagine save wife require main.,False,True,True,True,True,True,True
92,183,Dark later south city.,True,False,True,True,False,False,True
88,89,Light about brother travel.,False,True,False,True,True,False,True
27,183,But range west off sport hold pass interesting.,True,True,True,True,True,True,True
96,129,Manager old pick.,True,False,True,True,False,True,False
76,64,Term music board public investment represent trade.,False,False,True,True,False,False,False
74,163,Shoulder several seem white member mission simple.,True,False,False,True,False,True,False
93,89,Describe hard wall identify.,True,False,False,False,False,True,False
18,160,Everybody report any involve.,True,True,True,True,False,False,True
88,52,Two kid other own.,False,False,True,True,True,True,True
99,214,Friend before per accept building before.,True,False,True,False,False,False,False
88,137,Staff me least practice TV of.,True,True,True,True,False,False,True
49,212,Matter more it card represent.,True,True,False,True,False,True,False
3,177,Window we go.,True,False,False,False,False,True,True
75,80,Detail rule too reduce everything.,True,True,True,True,False,False,True
61,3,Writer itself paper usually well than southern.,True,True,True,True,False,False,True
92,200,Culture TV population prepare price.,False,True,True,True,True,False,True
83,70,Fact would meet current.,True,True,False,True,True,True,True
32,173,Star board let far spend.,False,True,False,True,True,True,False
76,123,Certain wonder everybody reveal politics the any.,False,False,True,False,False,False,True
43,129,Age lay cover price.,False,False,True,True,True,True,False
18,100,Better clearly owner ten seven wrong.,True,True,False,False,True,True,False
24,39,Writer culture out meeting born pay.,True,False,True,False,False,True,True
11,112,Politics option fear kid I food technology.,False,False,False,True,True,True,False
54,14,Matter radio bring gun throw.,True,False,True,False,False,True,True
51,26,Difficult top beyond magazine our.,True,True,True,True,False,True,False
36,163,One seat star guy place.,True,False,True,True,True,True,True
64,10,Owner night stay certainly.,False,False,True,True,False,True,True
91,127,Issue change of what consumer well pick.,False,True,False,True,True,True,True
55,208,Institution within enjoy trade try threat happy ready.,False,True,False,False,False,False,True
14,205,Far participant how administration hand necessary conference.,True,False,False,True,True,True,False
83,38,Though step own.,False,True,False,False,True,False,False
44,155,All me stock.,True,True,True,False,False,True,False
75,14,Consumer stop employee available can military history.,True,False,True,True,False,False,False
10,53,Pick himself cold support establish us.,False,False,False,False,True,False,False
57,109,Appear month throw myself.,False,True,True,True,False,True,True
54,159,Decision organization end eight around his know sign.,False,False,False,False,True,True,False
54,31,Serious everyone time move.,False,True,True,True,True,True,True
14,135,Official bank house try challenge beyond social room.,True,False,False,True,True,False,True
88,64,Upon street claim region movie lawyer.,False,True,True,False,False,False,True
60,140,Identify attorney talk cold theory for.,True,True,False,False,False,False,True
96,106,Throughout others away actually floor.,True,True,True,True,True,False,False
21,192,No thousand first training.,False,False,True,False,False,True,False
66,18,Everybody shake once various heavy might every.,False,False,True,True,False,True,True
8,27,Worry rise responsibility fast.,False,False,False,True,False,False,False
72,205,Exist he yet plant cause.,False,True,False,False,True,False,False
46,52,Get attorney usually explain point deal.,False,False,False,False,False,True,True
16,54,Fly current return power.,True,True,True,True,False,False,False
83,207,Carry final floor make part five wind.,True,False,True,False,False,True,False
37,141,Eight level item mission nothing reflect amount.,True,True,False,False,False,False,True
5,197,Week mouth character.,True,False,False,False,True,False,True
50,42,Range such huge experience list check.,False,False,True,False,False,True,False
25,43,Tax teacher age chair tough foot.,True,True,False,False,False,False,False
61,150,Movie air marriage quality.,True,True,True,True,True,True,True
45,147,Knowledge name when edge might.,True,True,True,False,True,True,False
8,5,Doctor four now between draw hair.,True,False,True,True,True,True,False
21,113,Ago among someone quickly cold more.,False,True,True,True,True,False,True
63,20,Responsibility campaign can front summer.,False,False,False,True,True,True,False
32,160,Set firm agency fill learn sell series degree.,False,False,False,True,False,False,False
75,130,Leader form four best.,True,False,False,True,False,True,False
4,130,Shoulder arm get simply word.,False,True,False,True,True,True,True
47,102,Necessary fund themselves let.,False,True,True,True,False,True,True
42,74,Long set power.,True,True,True,False,True,True,True
46,105,Tough wish if.,False,False,True,True,True,True,True
92,32,Finish opportunity to rock top win discuss.,False,True,False,False,True,True,False
62,16,Move produce heavy edge poor.,True,True,False,True,True,True,False
57,34,Degree job right million break purpose.,True,False,True,False,False,True,True
63,209,Finally floor social door.,False,True,False,True,False,False,True
9,117,Whether event allow some production development.,True,False,True,True,False,False,True
28,17,Assume manager price project word chair turn.,False,False,True,True,True,False,True
16,80,Cost out quality result.,True,True,True,True,False,False,False
10,100,Forward west training response book.,False,False,True,False,True,True,False
58,118,Game avoid indeed however decade recent.,True,False,True,True,True,False,False
7,89,Step including question loss behavior tonight.,True,False,True,False,True,True,False
73,135,Bed significant though total always kind.,False,True,False,False,False,False,False
38,5,Election support fast explain Democrat very.,True,False,True,False,True,True,True
32,74,Modern view week drug chance very hit.,False,True,False,False,True,False,False
86,166,Actually present even really treatment be measure.,False,True,False,False,True,True,False
19,134,Whom information bit within rich.,True,True,False,True,True,False,False
49,213,Various social performance six.,True,False,True,True,False,True,False
86,54,Score organization garden card like simple serious.,True,False,True,True,False,True,False
66,200,Soldier Mrs amount white our me hour the.,True,True,False,True,False,True,True
86,174,Company seat benefit door.,False,True,True,True,True,False,True
47,129,Foreign air technology.,False,False,True,False,False,True,True
15,102,Send rate person participant.,False,True,True,True,True,False,False
74,167,Growth lose forward leave play recognize.,True,False,False,False,True,True,True
55,189,Represent himself cup heavy provide.,False,False,True,False,False,False,True
79,198,Production in then administration decide account imagine quickly.,True,False,True,False,True,False,True
42,174,Argue foreign own west.,True,True,True,False,False,False,False
49,10,So difference sing.,False,False,False,True,False,False,True
16,144,Federal why customer break performance.,False,False,False,False,True,True,False
6,98,Add there win reality account small later.,True,True,True,False,False,True,True
26,104,Performance too cause understand.,False,False,True,False,False,False,False
36,143,Head certainly really attorney conference.,True,True,False,False,True,True,False
24,37,How worry show treatment.,True,False,False,True,False,True,False
99,129,Long history also cultural low.,False,True,False,True,True,False,False
60,170,State himself shake anything provide election clear.,True,True,False,False,True,False,True
44,114,Their scientist raise avoid matter tell.,True,False,False,False,True,True,False
46,125,Rather western claim within talk culture.,False,False,False,True,False,True,True
3,212,Budget young focus head partner pattern.,False,False,True,True,True,True,True
17,77,Go final stuff national who better.,True,True,False,False,True,False,False
8,56,Employee across main total.,True,True,True,False,True,False,False
53,172,Middle large rate peace help have thousand citizen.,True,True,True,True,False,False,True
7,162,Role focus let everybody late.,True,True,True,True,False,True,True
83,148,Trade occur sort room maintain deal.,False,False,True,False,True,True,True
24,133,Outside keep body race per house member game.,False,True,False,True,False,True,False
40,72,Travel week eat father issue late window.,True,False,True,False,False,True,False
75,22,Stuff remain ability sign continue.,False,False,True,True,True,True,False
79,72,Deep safe laugh field benefit marriage travel.,False,True,True,True,False,True,True
40,78,Suddenly Congress month sometimes doctor senior.,False,True,False,False,False,True,False
4,47,Bar modern speak best science.,False,False,False,True,True,True,True
20,177,Parent face current.,False,False,True,True,False,True,True
3,18,Better understand within maintain space east.,True,True,False,True,False,False,False
7,109,Yeah race hospital grow catch.,True,False,True,True,False,True,True
11,93,Sit score follow.,False,True,False,False,False,False,False
5,102,Role animal guy force about nothing later.,True,False,True,False,True,False,False
2,25,Democrat bank economy measure edge.,True,True,False,True,False,True,True
55,206,Item what get.,True,False,False,False,True,True,False
41,7,Thank third popular value blue same station analysis.,True,True,False,False,False,False,True
84,48,Tv past wrong yes imagine our.,True,False,True,False,True,True,False
100,146,Detail similar in according maybe final them this.,False,False,False,True,False,True,False
37,122,Life fund might our you size music.,False,False,True,True,False,False,False
57,9,Want remember employee level mention require.,True,False,False,False,True,False,False
7,154,Including charge kitchen.,True,False,True,True,False,True,False
98,54,Table mean wide.,True,False,False,False,False,True,False
10,30,While once admit rate amount understand high human.,True,False,True,False,False,True,True
49,50,Security oil detail standard.,False,True,True,True,False,False,False
100,131,All never bag get have board game job.,False,False,False,True,True,False,True
21,117,Right tend write artist fall side film.,True,False,False,False,False,True,False
64,131,Consider mind trial wish time.,False,False,False,False,True,True,False
